name	is_useful	use_for_publication_words	auto_link
Ratibida	0	1	1
Rudbeckia	0	1	1
Eclipta	0	1	1
Eupatorium	0	1	1
Ageratina	0	1	1
Chromolaena	0	1	1
Geigeria	0	1	1
Gnaphalium	0	1	1
Grindelia	0	1	1
Solidago	0	1	1
Stevia	0	1	1
Microscopy, Fluorescence, Multiphoton	1	1	1
Echium	0	1	1
Fluorescence Recovery After Photobleaching	1	1	1
Limonins	0	1	1
Quassins	0	1	1
Blastula	1	1	1
Scoparia	0	1	1
Plant Tumor-Inducing Plasmids	1	1	1
Ultrasound, High-Intensity Focused, Transrectal	1	1	1
Fimbriae Proteins	1	1	1
Parturition	1	0	0
Endometrial Stromal Tumors	1	1	1
Ciguatera Poisoning	1	1	1
Delivery, Obstetric	1	1	1
Long-Term Synaptic Depression	1	1	1
Kalopanax	0	1	1
Petasites	0	1	1
Voacanga	0	1	1
Aspalathus	0	1	1
Leukocyte Rolling	1	1	1
Dictamnus	0	1	1
Achyrocline	0	1	1
Peperomia	0	1	1
Matrix Attachment Region Binding Proteins	1	1	1
Fasciitis, Plantar	1	1	1
Heel Spur	1	1	1
Directive Counseling	1	1	1
Thyroid Hormone Receptors alpha	1	1	1
Posthumous Conception	1	1	1
United States Government Agencies	0	0	0
Thyroid Hormone Receptors beta	1	1	1
Metatarsalgia	1	1	1
Posterior Tibial Tendon Dysfunction	1	1	1
Luteinizing Hormone, beta Subunit	1	1	1
Lectins	1	1	1
Plant Lectins	1	1	1
Mandatory Programs	0	0	0
Flaveria	0	1	1
Galectins	1	1	1
Lectins, C-Type	1	1	1
T-Cell Antigen Receptor Specificity	1	1	1
Follicle Stimulating Hormone, beta Subunit	1	1	1
Collectins	1	1	1
Mannose-Binding Lectins	1	1	1
Asialoglycoprotein Receptor	1	1	1
Calnexin	1	1	1
Calreticulin	1	1	1
Ctenophora	0	1	1
Thyrotropin, beta Subunit	1	1	1
Fumonisins	0	1	1
Pertussis Toxin	1	1	1
Adenylate Cyclase Toxin	1	1	1
Scyphozoa	0	1	1
Hydrozoa	0	1	1
Anthozoa	0	1	1
Sea Nettle, East Coast	0	1	1
Cubozoa	0	1	1
Galectin 1	1	1	1
Galectin 2	1	1	1
Galectin 3	1	1	1
Virulence Factors	0	1	1
Galectin 4	1	1	1
Immunoconglutinins	1	1	1
Complement Pathway, Mannose-Binding Lectin	1	1	1
Mannose-Binding Lectin	1	1	1
Isodon	0	1	1
Artemisinins	0	1	1
Pulmonary Surfactant-Associated Proteins	1	1	1
Pulmonary Surfactant-Associated Protein A	1	1	1
Pulmonary Surfactant-Associated Protein D	1	1	1
Pulmonary Surfactant-Associated Protein B	1	1	1
Pulmonary Surfactant-Associated Protein C	1	1	1
Fullerenes	0	0	0
Nanotubes, Carbon	0	0	0
Sirtuins	1	1	1
Hammer Toe Syndrome	1	1	1
Casearia	0	1	1
Pregnant Women	0	0	0
Aborted Fetus	1	1	1
Euthanasia, Animal	1	1	1
Gift Giving	1	1	1
Silencer Elements, Transcriptional	1	1	1
Frullania	0	1	1
Neck Dissection	1	1	1
Lymphopoiesis	1	1	1
Myelopoiesis	1	1	1
Lower Extremity Deformities, Congenital	1	1	1
Upper Extremity Deformities, Congenital	1	1	1
Organogenesis	1	1	1
Insulator Elements	1	1	1
Inula	0	1	1
Snow Sports	0	0	0
FMN Reductase	1	1	1
alpha-Crystallins	1	1	1
alpha-Crystallin A Chain	1	1	1
alpha-Crystallin B Chain	1	1	1
beta-Crystallins	1	1	1
beta-Crystallin A Chain	1	1	1
beta-Crystallin B Chain	1	1	1
delta-Crystallins	1	1	1
epsilon-Crystallins	1	1	1
gamma-Crystallins	1	1	1
Post-Concussion Syndrome	1	1	1
omega-Crystallins	1	1	1
tau-Crystallins	1	1	1
zeta-Crystallins	1	1	1
Alexander Disease	1	1	1
Auditory Brain Stem Implants	1	1	1
Auditory Brain Stem Implantation	1	1	1
Silent Information Regulator Proteins, Saccharomyces cerevisiae	1	1	1
Virus Inactivation	1	1	1
Glycemic Index	1	1	1
Glycogen Synthase Kinases	1	1	1
Neuronavigation	1	1	1
Glycogen Synthase Kinase 3	1	1	1
Neisseria meningitidis, Serogroup A	0	1	1
Hemispherectomy	1	1	1
Diet, Mediterranean	1	1	1
Proline-Directed Protein Kinases	1	1	1
Anterior Temporal Lobectomy	1	1	1
Tankyrases	1	1	1
Twinning, Monozygotic	1	1	1
Diffusion Magnetic Resonance Imaging	1	1	1
Neisseria meningitidis, Serogroup B	0	1	1
Neisseria meningitidis, Serogroup C	0	1	1
Neisseria meningitidis, Serogroup Y	0	1	1
Neisseria meningitidis, Serogroup W-135	0	1	1
Ribosomal Protein S6	1	1	1
Mice, Biozzi	0	1	1
Regulatory Sequences, Ribonucleic Acid	1	1	1
Internationality	0	0	0
RNA 5' Terminal Oligopyrimidine Sequence	1	1	1
Shaken Baby Syndrome	1	1	1
Follistatin	1	1	1
Follistatin-Related Proteins	1	1	1
Ribosomal Protein S6 Kinases, 90-kDa	1	1	1
Photobleaching	0	1	1
Ribosomal Protein S6 Kinases, 70-kDa	1	1	1
Otoscopy	1	1	1
International Classification of Diseases	0	0	0
Mycorrhizae	0	1	1
Medicine, Tibetan Traditional	1	0	0
Mental Retardation, X-Linked	1	1	1
Coffin-Lowry Syndrome	1	1	1
Polypyrimidine Tract-Binding Protein	1	1	1
O-Acetyl-ADP-Ribose	1	1	1
Receptors, Collagen	1	1	1
Integrin alpha2beta1	1	1	1
Galactolipids	1	1	1
Integrin alpha Chains	1	1	1
Prophages	0	1	1
Colonic Pouches	1	1	1
Integrin alpha4beta1	1	1	1
Systematized Nomenclature of Medicine	0	0	0
Integrin alpha5beta1	1	1	1
Poly(A)-Binding Proteins	1	1	1
Poly(A)-Binding Protein II	1	1	1
RNA 3' Polyadenylation Signals	1	1	1
Proteaceae	0	1	1
Macadamia	0	1	1
Integrin alpha6beta1	1	1	1
Poly(A)-Binding Protein I	1	1	1
Muscular Dystrophy, Oculopharyngeal	1	1	1
Integrin alpha6beta4	1	1	1
Steroid 16-alpha-Hydroxylase	1	1	1
Integrin alpha3beta1	1	1	1
mRNA Cleavage and Polyadenylation Factors	1	1	1
Integrin alpha1beta1	1	1	1
Cleavage And Polyadenylation Specificity Factor	1	1	1
Cleavage Stimulation Factor	1	1	1
Eriocaulaceae	0	1	1
Nyctaginaceae	0	1	1
Mirabilis	0	1	1
Computers, Molecular	0	0	0
Integrin alphaVbeta3	1	1	1
Hydrastis	0	1	1
Helleborus	0	1	1
Coptis	0	1	1
Clematis	0	1	1
Receptors, Fibrinogen	1	1	1
Genetic Processes	1	1	1
RNA Cap-Binding Proteins	1	1	1
Maternal Nutritional Physiological Phenomena	1	1	1
Prenatal Nutritional Physiological Phenomena	1	1	1
Integrin alpha2	1	1	1
Integrin alpha3	1	1	1
Integrin alpha1	1	1	1
Integrin alpha4	1	1	1
Antigens, CD11b	1	1	1
Integrin alpha5	1	1	1
Nuclear Cap-Binding Protein Complex	1	1	1
Integrin alpha6	1	1	1
Antigens, CD11c	1	1	1
Eukaryotic Initiation Factor-4E	1	1	1
Eukaryotic Initiation Factor-4F	1	1	1
Histamine H1 Antagonists, Non-Sedating	1	1	1
Integrin alphaV	1	1	1
Eukaryotic Initiation Factor-4A	1	1	1
After-Hours Care	0	1	1
Eukaryotic Initiation Factor-4G	1	1	1
Answering Services	0	0	0
Eukaryotic Initiation Factor-3	1	1	1
Integrin beta Chains	1	1	1
Eukaryotic Initiation Factors	1	1	1
Integrin beta3	1	1	1
Prokaryotic Initiation Factors	1	1	1
Integrin beta4	1	1	1
Prokaryotic Initiation Factor-3	1	1	1
Pyranocoumarins	0	1	1
HIV-Associated Lipodystrophy Syndrome	1	1	1
Current Procedural Terminology	0	0	0
Logical Observation Identifiers Names and Codes	0	0	0
Diagnostic and Statistical Manual of Mental Disorders	0	0	0
Antigens, Dermatophagoides	0	1	1
Genista	0	1	1
Ulex	0	1	1
PubMed	0	0	0
Monoterpenes	0	1	1
Iridoids	0	1	1
Leukocyte L1 Antigen Complex	1	1	1
Neural Cell Adhesion Molecule L1	1	1	1
Prokaryotic Initiation Factor-1	1	1	1
Prokaryotic Initiation Factor-2	1	1	1
Totipotent Stem Cells	1	1	1
Multipotent Stem Cells	1	1	1
Actinobacteria	0	1	1
Pluripotent Stem Cells	1	1	1
Neuropilins	1	1	1
Bifidobacteriales Infections	1	1	1
Neuropilin-1	1	1	1
Neuropilin-2	1	1	1
Semaphorins	1	1	1
Pyroglyphidae	0	1	1
Dermatophagoides farinae	0	1	1
Dermatophagoides pteronyssinus	0	1	1
Sarcoptidae	0	1	1
Acaridae	0	1	1
Psoroptidae	0	1	1
Eukaryotic Initiation Factor-5	1	1	1
Protein Array Analysis	1	1	1
Tetranychidae	0	1	1
Semaphorin-3A	1	1	1
Staphylococcaceae	0	1	1
Brevibacterium flavum	0	1	1
Cellulomonas	0	1	1
Frankia	0	1	1
Genetic Diseases, X-Linked	1	1	1
Platelet Membrane Glycoprotein IIb	1	1	1
Social Marketing	0	0	0
Risk Reduction Behavior	1	1	1
Harm Reduction	1	1	1
Receptors, Vascular Endothelial Growth Factor	1	1	1
Vascular Endothelial Growth Factor Receptor-1	1	1	1
Vascular Endothelial Growth Factor Receptor-2	1	1	1
Vascular Endothelial Growth Factor Receptor-3	1	1	1
Genetic Structures	1	1	1
Behavioral Risk Factor Surveillance System	1	1	1
Healthy People Programs	0	1	1
Geographic Information Systems	0	0	0
American Public Health Association	0	1	1
Education, Public Health Professional	0	1	1
Cellular Phone	0	0	0
Health Educators	0	0	0
Public Health Informatics	0	0	0
Students, Public Health	0	0	0
Gene Components	1	1	1
Genome Components	1	1	1
Calgranulin A	1	1	1
Calgranulin B	1	1	1
Coffea	0	1	1
Subcutaneous Tissue	1	1	1
Mechanotransduction, Cellular	1	1	1
Assisted Living Facilities	0	1	1
Inheritance Patterns	1	1	1
Quantitative Trait Loci	1	1	1
Structural Homology, Protein	1	1	1
Stress Disorders, Traumatic, Acute	1	1	1
Genetic Load	1	1	1
Biomimetic Materials	0	0	0
Human Characteristics	1	1	1
Resource Allocation	0	0	0
Ethics, Business	1	0	0
Antigens, CD11a	1	1	1
Proteomics	0	1	1
Stress Disorders, Traumatic	1	1	1
Heredity	1	1	1
Genetic Drift	1	1	1
Acinetobacter baumannii	0	1	1
Babesia microti	0	1	1
Brucella canis	0	1	1
Brucella suis	0	1	1
Candida tropicalis	0	1	1
Citrobacter koseri	0	1	1
Ehrlichia canis	0	1	1
Anaplasma phagocytophilum	0	1	1
Neorickettsia sennetsu	0	1	1
Neorickettsia	0	1	1
Neorickettsia risticii	0	1	1
Klebsiella oxytoca	0	1	1
Plasmodium ovale	0	1	1
Rickettsia akari	0	1	1
Rickettsia felis	0	1	1
Staphylococcus haemolyticus	0	1	1
Staphylococcus hominis	0	1	1
Taenia solium	0	1	1
Taenia saginata	0	1	1
Candida glabrata	0	1	1
Vibrio cholerae O1	0	1	1
Vibrio cholerae O139	0	1	1
Vibrio vulnificus	0	1	1
Leptospira interrogans serovar australis	0	1	1
Leptospira interrogans serovar autumnalis	0	1	1
Chromosomes, Human, X	1	1	1
Chromosomes, Human, Y	1	1	1
Leptospira interrogans serovar canicola	0	1	1
Absorbent Pads	1	1	1
Leptospira interrogans serovar hebdomadis	0	1	1
Pacifiers	1	1	1
Diapers, Infant	1	1	1
Diapers, Adult	1	1	1
Leptospira interrogans serovar icterohaemorrhagiae	0	1	1
Leptospira interrogans serovar pomona	0	1	1
Retinoschisis	1	1	1
Desulfurococcales	0	1	1
Aeropyrum	0	1	1
Pyrodictiaceae	0	1	1
Acidianus	0	1	1
Thermoproteus	0	1	1
Pyrobaculum	0	1	1
Thermofilaceae	0	1	1
Methanobrevibacter	0	1	1
Bonamia Plant	0	1	1
Haplosporida	0	1	1
Pinus taeda	0	1	1
Pinus ponderosa	0	1	1
Pinus sylvestris	0	1	1
Eremophila Plant	0	1	1
Tomography, Optical	1	1	1
Tomography, Optical Coherence	1	1	1
Musculoskeletal Development	1	1	1
NIH 3T3 Cells	1	1	1
Swiss 3T3 Cells	1	1	1
BALB 3T3 Cells	1	1	1
3T3-L1 Cells	1	1	1
Genes, Transgenic, Suicide	1	1	1
Lower Gastrointestinal Tract	1	1	1
Upper Gastrointestinal Tract	1	1	1
Herb-Drug Interactions	1	1	1
Cholecystolithiasis	1	1	1
Jaundice, Obstructive	1	1	1
Acidiphilium	0	1	1
Gluconacetobacter	0	1	1
Gluconacetobacter xylinus	0	1	1
Bradyrhizobiaceae	0	1	1
Chloroflexus	0	1	1
Chloroflexi	0	1	1
Cholecystitis, Acute	1	1	1
Emphysematous Cholecystitis	1	1	1
Chlorobium	0	1	1
Stemonaceae	0	1	1
Rhodobacteraceae	0	1	1
Rhodovulum	0	1	1
Roseobacter	0	1	1
Erythroid Cells	1	1	1
Hyphomicrobiaceae	0	1	1
Adolescent Development	1	1	1
Milk Substitutes	0	1	1
Soy Milk	0	1	1
Infant Formula	0	1	1
Deuterium Exchange Measurement	1	1	1
Thiotrichaceae	0	1	1
Bacteroidetes	0	1	1
Flexibacteraceae	0	1	1
Flavobacteriaceae	0	1	1
Gastrointestinal Tract	1	1	1
Ectothiorhodospiraceae	0	1	1
Chromatin Assembly and Disassembly	1	1	1
DNA Packaging	1	1	1
Brucellaceae	0	1	1
Ochrobactrum	0	1	1
Brucella ovis	0	1	1
Beijerinckiaceae	0	1	1
Caulobacteraceae	0	1	1
Azospirillum lipoferum	0	1	1
Methylobacteriaceae	0	1	1
Methylocystaceae	0	1	1
Paracoccus pantotrophus	0	1	1
Acalculous Cholecystitis	1	1	1
Contraception, Barrier	1	1	1
Rhizobium phaseoli	0	1	1
Rhizobium tropici	0	1	1
Rhizobium etli	0	1	1
Sinorhizobium fredii	0	1	1
Rhodospirillum centenum	0	1	1
Magnetospirillum	0	1	1
Early Diagnosis	1	1	1
Retinoscopes	1	1	1
Retinoscopy	1	1	1
Holosporaceae	0	1	1
Microdissection	1	1	1
Sphingomonadaceae	0	1	1
Anaplasma centrale	0	1	1
Anaplasma marginale	0	1	1
Anaplasma ovis	0	1	1
Gonadal Hormones	1	1	1
Mammary Glands, Human	1	1	1
Granulocyte Precursor Cells	1	1	1
Alcaligenaceae	0	1	1
Achromobacter	0	1	1
Histone Code	1	1	1
Achromobacter cycloclastes	0	1	1
Achromobacter denitrificans	0	1	1
Vascular Endothelial Growth Factors	1	1	1
Vascular Endothelial Growth Factor A	1	1	1
4-Quinolones	0	1	1
Alcaligenes faecalis	0	1	1
Bordetella avium	0	1	1
Bordetella parapertussis	0	1	1
Angiogenic Proteins	1	1	1
Taylorella	0	1	1
Burkholderiaceae	0	1	1
DNA Replication Timing	1	1	1
Intracellular Space	1	1	1
Vascular Endothelial Growth Factor B	1	1	1
Intranuclear Space	1	1	1
Vascular Endothelial Growth Factor C	1	1	1
Lymphangiogenesis	1	1	1
Lymphatic Vessels	1	1	1
Burkholderia cepacia complex	0	1	1
Comamonadaceae	0	1	1
DNA Repeat Expansion	1	1	1
Vascular Endothelial Growth Factor D	1	1	1
Vascular Endothelial Growth Factor, Endocrine-Gland-Derived	1	1	1
Angiopoietins	1	1	1
Angiopoietin-1	1	1	1
Angiopoietin-2	1	1	1
Estrogens, Esterified (USP)	1	1	1
Burkholderia gladioli	0	1	1
Burkholderia mallei	0	1	1
Delftia	0	1	1
Leptothrix	0	1	1
Sphaerotilus	0	1	1
Methylophilaceae	0	1	1
Acidithiobacillus	0	1	1
Receptors, TIE	1	1	1
Estrogenic Steroids, Alkylated	1	1	1
Endothelial Cells	1	1	1
Receptor, TIE-2	1	1	1
Oxalobacteraceae	0	1	1
Herbaspirillum	0	1	1
Neisseria cinerea	0	1	1
Neisseria elongata	0	1	1
Neisseria lactamica	0	1	1
Neisseria mucosa	0	1	1
Neisseria sicca	0	1	1
Receptor, TIE-1	1	1	1
Genomic Instability	1	1	1
11-beta-Hydroxysteroid Dehydrogenases	1	1	1
Glucose 1-Dehydrogenase	1	1	1
L-Lactate Dehydrogenase (Cytochrome)	1	1	1
Laccase	1	1	1
CDC2-CDC28 Kinases	1	1	1
Cyclin-Dependent Kinase 9	1	1	1
Gallstones	1	1	1
Choledocholithiasis	1	1	1
Positive Transcriptional Elongation Factor B	1	1	1
Alkane 1-Monooxygenase	1	1	1
Aldehyde Oxidase	1	1	1
3-Methyl-2-Oxobutanoate Dehydrogenase (Lipoamide)	1	1	1
Dihydrouracil Dehydrogenase (NADP)	1	1	1
Cholestenone 5 alpha-Reductase	1	1	1
Acyl-CoA Oxidase	1	1	1
Electron Transport Complex II	1	1	1
Acyl-CoA Dehydrogenase	1	1	1
Methylenetetrahydrofolate Reductase (NADPH2)	1	1	1
Cytochrome-B(5) Reductase	1	1	1
Electron Transport Complex I	1	1	1
Oligoclonal Bands	1	1	1
Hepatopancreas	0	1	1
Angiostatic Proteins	1	1	1
Spirillaceae	0	1	1
Angiostatins	1	1	1
Endostatins	1	1	1
Collagen Type XVIII	1	1	1
Chromosomal Instability	1	1	1
Carboxylesterase	1	1	1
Irritable Bowel Syndrome	1	1	1
Steroid Metabolism, Inborn Errors	1	1	1
1-Alkyl-2-acetylglycerophosphocholine Esterase	1	1	1
Mineralocorticoid Excess Syndrome, Apparent	1	1	1
11-beta-Hydroxysteroid Dehydrogenase Type 1	1	1	1
11-beta-Hydroxysteroid Dehydrogenase Type 2	1	1	1
Exodeoxyribonuclease V	1	1	1
Ubiquitin Thiolesterase	1	1	1
Deoxyribonuclease IV (Phage T4-Induced)	1	1	1
Deoxyribonuclease (Pyrimidine Dimer)	1	1	1
DNA Sequence, Unstable	1	1	1
Ribonuclease III	1	1	1
Ribonuclease P	1	1	1
Myosin-Light-Chain Phosphatase	1	1	1
Phosphodiesterase I	1	1	1
Phosphatidylinositol Diacylglycerol-Lyase	1	1	1
Steryl-Sulfatase	1	1	1
Chromosome Fragile Sites	1	1	1
Cultured Milk Products	0	1	1
Aryldialkylphosphatase	1	1	1
Lactase	1	1	1
alpha-Mannosidase	1	1	1
beta-Fructofuranosidase	1	1	1
Xylan Endo-1,3-beta-Xylosidase	1	1	1
Glucan 1,3-beta-Glucosidase	1	1	1
Testosterone Propionate	1	1	1
Chordata	0	1	1
Rhodocyclaceae	0	1	1
Hydrogenophilaceae	0	1	1
Endo-1,4-beta Xylanases	1	1	1
Cellulose 1,4-beta-Cellobiosidase	1	1	1
Ralstonia	0	1	1
Ralstonia solanacearum	0	1	1
Nitrosomonadaceae	0	1	1
Nitrosomonas europaea	0	1	1
Fatty Acids, Omega-6	1	1	1
Gallionellaceae	0	1	1
Follicle Stimulating Hormone, Human	1	1	1
DNA-Formamidopyrimidine Glycosylase	1	1	1
Adenosylhomocysteinase	1	1	1
Glutamyl Aminopeptidase	1	1	1
Cathepsin A	1	1	1
Carboxypeptidases A	1	1	1
Carboxypeptidase H	1	1	1
Carboxypeptidase B	1	1	1
Glutamate Carboxypeptidase II	1	1	1
Proprotein Convertases	1	1	1
Glomus Tympanicum	1	1	1
Biotinidase	1	1	1
Peptide-N4-(N-acetyl-beta-glucosaminyl) Asparagine Amidase	1	1	1
Cytosine Deaminase	1	1	1
DNA, Z-Form	1	1	1
Receptors, G-Protein-Coupled	1	1	1
Receptors, Pheromone	1	1	1
Inorganic Pyrophosphatase	1	1	1
5-alpha-Dihydroprogesterone	1	1	1
Nucleoside-Triphosphatase	1	1	1
Receptor, Muscarinic M2	1	1	1
Methylmalonyl-CoA Decarboxylase	1	1	1
Receptor, Muscarinic M3	1	1	1
Receptor, Muscarinic M4	1	1	1
DNA-(Apurinic or Apyrimidinic Site) Lyase	1	1	1
Glomus Tympanicum Tumor	1	1	1
20-alpha-Hydroxysteroid Dehydrogenase	1	1	1
Receptor, Muscarinic M5	1	1	1
Receptor, Muscarinic M1	1	1	1
Receptor, Adenosine A1	1	1	1
Receptors, Adenosine A2	1	1	1
Receptor, Adenosine A3	1	1	1
Musculoskeletal Physiological Processes	1	1	1
Receptor, Adenosine A2B	1	1	1
Receptor, Adenosine A2A	1	1	1
Ocular Physiological Processes	1	1	1
Ubiquitin-Protein Ligase Complexes	1	1	1
Reproductive Behavior	1	1	1
Receptor, Bradykinin B2	1	1	1
Receptor, Bradykinin B1	1	1	1
GTP-Binding Protein alpha Subunits, Gq-G11	1	1	1
Phenalenes	0	1	1
Cyclodecanes	0	1	1
Taxoids	0	1	1
Ochnaceae	0	1	1
Leuzea	0	1	1
Crown Ethers	0	1	1
Rotaxanes	0	1	1
Catenanes	0	1	1
DNA, Catenated	1	1	1
Receptors, Cannabinoid	1	1	1
Endocannabinoids	1	1	1
Receptor, Cannabinoid, CB1	1	1	1
Receptor, Cannabinoid, CB2	1	1	1
Receptor, Cholecystokinin A	1	1	1
Receptor, Cholecystokinin B	1	1	1
Pyrococcus horikoshii	0	1	1
Pyrococcus abyssi	0	1	1
Toxicogenetics	0	1	1
Angiogenesis Modulating Agents	1	1	1
Angiogenesis Inducing Agents	1	1	1
Nanotubes	0	0	0
Diverticulosis, Colonic	1	1	1
Marsileaceae	0	1	1
Rhizophoraceae	0	1	1
Bryophyta	0	1	1
Sphagnopsida	0	1	1
Xanthones	0	1	1
Tetrahydroisoquinolines	0	1	1
Receptors, Epoprostenol	1	1	1
Moraxellaceae	0	1	1
Receptor, Endothelin A	1	1	1
Receptor, Endothelin B	1	1	1
Tetralones	0	1	1
Receptors, Formyl Peptide	1	1	1
Pectobacterium	0	1	1
Aeromonadaceae	0	1	1
Lipoxins	1	1	1
Prostaglandins I	1	1	1
Succinivibrionaceae	0	1	1
Anaerobiospirillum	0	1	1
Cardiobacteriaceae	0	1	1
Cardiobacterium	0	1	1
Receptors, Lipoxin	1	1	1
Citrobacter rodentium	0	1	1
Enterobacter sakazakii	0	1	1
Erwinia amylovora	0	1	1
Microfluidics	1	0	0
Kluyvera	0	1	1
Receptor, Anaphylatoxin C5a	1	1	1
Receptors, Galanin	1	1	1
Galanin-Like Peptide	1	1	1
Serratia liquefaciens	0	1	1
Receptor, Galanin, Type 1	1	1	1
Receptor, Galanin, Type 2	1	1	1
Receptor, Galanin, Type 3	1	1	1
Receptors, Melatonin	1	1	1
Proteus penneri	0	1	1
Psychrobacter	0	1	1
Receptors, Melanocortin	1	1	1
Receptor, Melanocortin, Type 1	1	1	1
Receptor, Melanocortin, Type 2	1	1	1
Receptor, Melanocortin, Type 3	1	1	1
Receptor, Melanocortin, Type 4	1	1	1
Wigglesworthia	0	1	1
Receptor, Melatonin, MT1	1	1	1
Receptor, Melatonin, MT2	1	1	1
Yersinia rucker	0	1	1
Coxiellaceae	0	1	1
Epigenesis, Genetic	1	1	1
Legionella longbeachae	0	1	1
Halomonadaceae	0	1	1
Oceanospirillaceae	0	1	1
Actinobacillus equuli	0	1	1
Actinobacillus suis	0	1	1
Actinobacillus seminis	0	1	1
Haemophilus paragallinarum	0	1	1
Haemophilus parainfluenzae	0	1	1
Haemophilus paraphrophilus	0	1	1
Haemophilus parasuis	0	1	1
Haemophilus somnus	0	1	1
Receptor, Angiotensin, Type 2	1	1	1
Receptor, Angiotensin, Type 1	1	1	1
Pasteurella pneumotropica	0	1	1
Piscirickettsiaceae	0	1	1
Lymphatic Abnormalities	1	1	1
Vibrio alginolyticus	0	1	1
Parathyroid Hormone-Related Protein	1	1	1
Vibrio cholerae non-O1	0	1	1
Vibrio mimicus	0	1	1
Vibrio salmonicida	0	1	1
Xanthomonadaceae	0	1	1
Xylella	0	1	1
Receptor, Parathyroid Hormone, Type 1	1	1	1
Receptors, Calcium-Sensing	1	1	1
Benzylisoquinolines	0	1	1
Receptor, Parathyroid Hormone, Type 2	1	1	1
Xanthomonas vesicatoria	0	1	1
Pseudomonas alcaligenes	0	1	1
Pseudomonas mendocina	0	1	1
Pseudomonas oleovorans	0	1	1
Pseudomonas pseudoalcaligenes	0	1	1
Pseudomonas fragi	0	1	1
Halothiobacillus	0	1	1
Pseudomonas stutzeri	0	1	1
Pseudomonas syringae	0	1	1
Piscirickettsiaceae Infections	1	1	1
Trans Fatty Acids	1	1	1
Linoleic Acids, Conjugated	1	1	1
Receptors, Thromboxane A2, Prostaglandin H2	1	1	1
Prostaglandin H2	1	1	1
Receptors, Serotonin, 5-HT1	1	1	1
Receptor, Serotonin, 5-HT1A	1	1	1
Receptor, Serotonin, 5-HT1B	1	1	1
Malnutrition	1	1	1
Overnutrition	1	1	1
Phosphoric Triester Hydrolases	1	1	1
Receptor, Serotonin, 5-HT1D	1	1	1
Sexology	1	1	1
Receptors, Serotonin, 5-HT2	1	1	1
Oceania	0	0	0
Australasia	0	0	0
Contraception, Postcoital	1	1	1
Vaginal Douching	1	1	1
GTP-Binding Protein alpha Subunits, G12-G13	1	1	1
Transition Temperature	0	1	1
Phase Transition	0	1	1
Population Groups	0	0	0
African Continental Ancestry Group	0	0	0
Ovulation Prediction	1	1	1
GTP-Binding Protein alpha Subunits	1	1	1
GTP-Binding Protein beta Subunits	1	1	1
GTP-Binding Protein gamma Subunits	1	1	1
Receptor, Serotonin, 5-HT2A	1	1	1
Receptor, Serotonin, 5-HT2B	1	1	1
Genomic Islands	1	1	1
Receptor, Serotonin, 5-HT2C	1	1	1
Receptors, Serotonin, 5-HT3	1	1	1
Receptors, Serotonin, 5-HT4	1	1	1
Kelp	0	1	1
Cyanophora	0	1	1
Nitella	0	1	1
Scenedesmus	0	1	1
Ulva	0	1	1
Volvox	0	1	1
Receptors, Proteinase-Activated	1	1	1
Receptor, PAR-1	1	1	1
Receptor, PAR-2	1	1	1
European Continental Ancestry Group	0	0	0
Asian Continental Ancestry Group	0	0	0
American Native Continental Ancestry Group	0	0	0
Oceanic Ancestry Group	0	0	0
Continental Population Groups	0	0	0
Benzeneacetamides	0	1	1
Intestinal Polyposis	1	1	1
Thymine DNA Glycosylase	1	1	1
5-Methylcytosine	0	1	1
Enterocolitis, Neutropenic	1	1	1
Characeae	0	1	1
Algae, Golden-Brown	0	1	1
LEOPARD Syndrome	1	1	1
RNA, Ribosomal, Self-Splicing	1	1	1
Neuroendoscopes	1	1	1
Neuroendoscopy	1	1	1
Carcinoma, Ductal	1	1	1
Cellulases	1	1	1
Cellulosomes	1	1	1
Dental Pellicle	1	1	1
Nutrition Therapy	1	1	1
Glucan 1,4-beta-Glucosidase	1	1	1
Endo-1,3(4)-beta-Glucanase	1	1	1
Fucus	0	1	1
Ascophyllum	0	1	1
Sargassum	0	1	1
Undaria	0	1	1
Macrocystis	0	1	1
Ochromonas	0	1	1
Porphyra	0	1	1
Porphyridium	0	1	1
Colon, Ascending	1	1	1
Colon, Descending	1	1	1
Colon, Transverse	1	1	1
Respiratory Physiological Processes	1	1	1
DNA, A-Form	1	1	1
DNA, C-Form	1	1	1
Forensic Sciences	0	0	0
DNA, Concatenated	1	1	1
Forensic Ballistics	0	0	0
Laurencia	0	1	1
Chondrus	0	1	1
Gracilaria	0	1	1
Plocamium	0	1	1
Lagenidium	0	1	1
Peronospora	0	1	1
Achlya	0	1	1
Aphanomyces	0	1	1
Saprolegnia	0	1	1
Ubiquitin-Conjugating Enzymes	1	1	1
Ubiquitin-Activating Enzymes	1	1	1
Ubiquitin-Protein Ligases	1	1	1
F-Box Motifs	0	1	1
F-Box Proteins	1	1	1
Chara	0	1	1
Cryptophyta	0	1	1
S-Phase Kinase-Associated Proteins	1	1	1
Euglena longa	0	1	1
Biodiversity	1	1	1
Cullin Proteins	1	1	1
SKP Cullin F-Box Protein Ligases	1	1	1
beta-Transducin Repeat-Containing Proteins	1	1	1
Campylobacter hyointestinalis	0	1	1
Campylobacter lari	0	1	1
Glucose Metabolism Disorders	1	1	1
Campylobacter rectus	0	1	1
Campylobacter sputorum	0	1	1
